Gene.symbol,Gene.ID,adj.P.Val,logFC
SRGAP2,23380,1,0.320434315310658
SPON1,10418,1,-0.32033357434354
,,1,-0.320312428998864
,,1,-0.320296815283448
,,1,0.320285644197284
,,1,-0.320275008128116
PBDC1,51260,1,0.320252242852609
BLOC1S6,26258,1,0.320198057511346
PLIN1,5346,1,-0.32019303092517
HSFX1///HSFX2,100506164///100130086,1,-0.320189355555556
,,1,-0.320113895328796
PPCS,79717,1,-0.320086972404763
TDP1,55775,1,0.320020149557826
TAPT1-AS1,202020,1,-0.319956986786848
LOC645261,645261,1,-0.319916634403627
AP2B1,163,1,0.31989521429138
ZBED6CL,113763,1,-0.319822092358274
,,1,-0.319801574376419
,,1,0.319791776071432
,,1,-0.319770032887753
,,1,0.319741936735829
LOC284009,284009,1,-0.319661989740361
,,1,0.3196286755635
,,1,-0.319611740674604
RRP7A,27341,1,0.319519133595241
KCNN4,3783,1,0.319478495591836
ALPP,250,1,-0.319467594548752
,,1,-0.319461536925167
,,1,0.319451729564628
,,1,0.319409404808396
,,1,-0.319406371487529
,,1,-0.319375532137193
NTNG1,22854,1,-0.319363983633788
SCT,6343,1,-0.319338425184807
,,1,-0.319336714839003
,,1,0.319319545517007
PARM1,25849,1,-0.319319368180273
MBLAC1,255374,1,-0.319288876803855
MYO3B,140469,1,-0.3192192604161
PCDHB9,56127,1,0.31921876979592
KLK12,43849,1,-0.319191561301589
OCSTAMP,128506,1,-0.319191206747164
FGF6,2251,1,-0.319163813890025
NXPE3,91775,1,-0.319077585606575
SNORD36A///SNORD36C///RPL7A,26815///26813///6130,1,-0.319074813804983
,,1,-0.319055547489796
HS2ST1,9653,1,0.319025373850339
,,1,0.318985862272114
TMEM242,729515,1,0.318930315000005
,,1,0.318918203993205
,,1,0.318912166479597
TMEM255B,348013,1,-0.318893446215415
,,1,-0.318884731214287
NEK4,6787,1,0.318870545302723
ATG16L2,89849,1,-0.318857846911555
PKD1L3,342372,1,0.318838232927438
THRB,7068,1,-0.318818226163266
LENG9,94059,1,-0.318809333692746
MLLT11,10962,1,0.31875822013379
,,1,0.318669653692745
,,1,0.318647243921771
EIF4E2,9470,1,-0.318619225150798
DKK3,27122,1,-0.318591222150793
AK8,158067,1,-0.318559730573694
ADGRB1,575,1,0.318462320655329
GP1BA,2811,1,0.318455659327663
,,1,-0.318404905589568
CABP4,57010,1,-0.318331296302718
,,1,0.318315673436504
CCNY,219771,1,-0.318310475468257
EDNRB,1910,1,0.318246987451246
CCNYL1,151195,1,0.318211830685946
RC3H2,54542,1,-0.318129011277776
,,1,-0.31811042690816
,,1,-0.318096845859409
FKBP6,8468,1,-0.318057230368483
EEF1B2,1933,1,0.31802298380839
NUP62CL,54830,1,-0.318014489526074
IGHV3-69-1///IGHV3OR16-7,28402///28309,1,-0.317993164683676
NPHP4,261734,1,0.317977202484131
,,1,-0.317945288446703
PITPNA,5306,1,-0.317934530979588
,,1,0.317864904649661
NRN1L,123904,1,-0.317836693801588
GPR55,9290,1,-0.317801460188208
PDK2,5164,1,-0.317770534545349
OSGEPL1,64172,1,-0.317758312866215
,,1,0.317746373036284
HDAC9,9734,1,0.317714082574828
CCS,9973,1,0.317676482619051
OBP2B,29989,1,-0.3176680074161
,,1,-0.317579742116778
RIMBP3,85376,1,-0.317551091148527
ZC3H12A,80149,1,-0.317534697612245
SCAPER,49855,1,-0.317442730243763
POLR2D,5433,1,0.317432303988664
,,1,0.317367364918368
,,1,-0.317366191275511
COPS8,10920,1,0.317328220676869
,,1,-0.317325304557821
BTBD8,284697,1,-0.317321380173468
CCNL2,81669,1,-0.31725448237415
ZNF654,55279,1,-0.31722343171542
TNK1///TNK1,8711///8711,1,-0.317211044609977
GPR137C,283554,1,0.317177697166666
MAGEA10,4109,1,-0.317168649861676
,,1,0.31715677660658
,,1,0.317148342954649
LLGL1,3996,1,-0.317114349699543
SLC5A5,6528,1,-0.317096203706348
GMEB1,10691,1,0.317071461319737
KRT18P55,284085,1,-0.317066484650796
RBM28,55131,1,0.317046193189343
SLC18A3,6572,1,-0.317025820715417
COX18,285521,1,0.31691593899547
,,1,-0.316896005919501
ZNF233,353355,1,-0.316870574125849
,,1,-0.316851835956915
AKIRIN1,79647,1,-0.316780985420637
ZGPAT///LIME1,84619///54923,1,-0.316768120416097
,,1,0.31668303877551
HBCBP,100130083,1,-0.316670051273241
,,1,0.316665384958053
QRICH2,84074,1,-0.316599020692745
,,1,0.316565592540822
PRMT9,90826,1,0.316558935739229
,,1,0.316551020017006
SOCS5,9655,1,0.316514389502272
,,1,-0.316437016829931
VCX3B///VCY1B///VCX3A///VCX2///VCX///VCY,425054///353513///51481///51480///26609///9084,1,-0.316419244951247
,,1,-0.316352975233559
GPR182,11318,1,-0.316327501166669
ZNF30,90075,1,-0.316322964976189
,,1,-0.316301763468255
PIK3R4,30849,1,-0.316261739814057
MED8,112950,1,-0.316252276582763
MEOX1,4222,1,-0.31622569843424
C21orf91,54149,1,-0.316120029763042
ACBD6,84320,1,0.315987904069163
KIAA0895,23366,1,0.315976952487532
PKD1L1,168507,1,-0.315972884083901
DTD2,112487,1,0.315933101994333
CRISP3,10321,1,-0.315862508710885
,,1,-0.315829393524945
,,1,-0.315709224785711
RLBP1,6017,1,-0.315663593524945
,,1,-0.31564225804535
,,1,-0.315613686469387
,,1,0.315604437786848
,,1,0.315580683053292
,,1,-0.315559262295919
,,1,-0.315555565141719
,,1,0.315550469315198
RBM12B,389677,1,0.315487170002268
,,1,-0.315408729196143
DSTN,11034,1,0.315399905769845
,,1,0.31536532059183
CNIH4,29097,1,-0.31534282868027
,,1,-0.315295223862813
MEGF8,1954,1,0.315285418230156
,,1,-0.315242248429704
,,1,-0.315225560972792
,,1,0.315191008888888
ANKHD1-EIF4EBP3///ANKHD1///EIF4EBP3///ANKHD1-EIF4EBP3///ANKHD1///EIF4EBP3,404734///54882///8637///404734///54882///8637,1,-0.315150848528345
,,1,-0.315136441879812
USP2,9099,1,0.315113523926303
,,1,0.315112878608844
LOC100129503,100129503,1,0.315107219114516
ARHGAP21,57584,1,0.315046682871886
XAGE3,170626,1,-0.31504344687415
,,1,-0.315042131277778
PIP4K2B,8396,1,0.314989284289116
,,1,-0.31495080598526
,,1,0.314935164329931
,,1,-0.314919800825397
LINC00479,150135,1,-0.314876440577097
LRRC39,127495,1,-0.314867958600906
,,1,0.314855608539689
SLC8B1,80024,1,-0.31484376743537
,,1,0.314828597941045
,,1,-0.314825107729025
,,1,0.314814067064624
GTF2E1,2960,1,-0.314810519696148
,,1,-0.314807113722222
C1QL3,389941,1,-0.314710125335601
,,1,-0.314691254976189
,,1,0.314664658145125
ALDH8A1,64577,1,-0.314659452849202
C14orf169,79697,1,-0.314574612507934
,,1,0.314549056465987
GMCL1,64395,1,-0.314495693890017
PIR-FIGF///PIR,100532742///8544,1,0.314460772655328
,,1,-0.314398699994329
,,1,-0.314395096555557
CIB4,130106,1,-0.314318866294781
HSF5,124535,1,-0.314303998808391
KPNA3,3839,1,0.314241151116787
RPS7,6201,1,0.314207847045352
FRG2C///FRG2EP///FRG2///FRG2B,100288801///647476///448831///441581,1,0.314190840758507
LOC100996455,100996455,1,0.314176730886623
,,1,0.314160606552152
TMED4,222068,1,-0.31414434569275
SELK,58515,1,-0.314135767658728
ARRDC1,92714,1,0.314100620390026
ARHGEF6,9459,1,0.31401067115533
MAP2K7,5609,1,-0.31395596084807
MT1H,4496,1,-0.313925121613378
MAP2K3,5606,1,0.313902504125853
CFAP161,161502,1,0.313879699297054
DENND5B,160518,1,0.313867126935375
,,1,-0.313828562179138
,,1,-0.313785722806121
RAB39A,54734,1,-0.313761922038548
,,1,-0.31374516161791
TM9SF2,9375,1,-0.313732127269837
APOC4-APOC2///APOC2,100533990///344,1,0.313666721809525
SRMS,6725,1,-0.313523383554424
SNORD102,26771,1,0.313520075692746
LAMP1,3916,1,-0.313490607722224
,,1,-0.313464497780044
SNORA70///RPL10,26778///6134,1,0.313463416320864
HAPLN4,404037,1,-0.313420637267567
PDCD1,5133,1,-0.313397126717684
PSMC4,5704,1,-0.313351491280041
,,1,0.313340089178003
TMEM109,79073,1,0.313332875885493
,,1,0.313317153459186
,,1,0.31331601622903
,,1,0.313297112916099
NKG7,4818,1,0.313248978776649
KSR1,8844,1,-0.313174248999994
LOC143188///VTI1A,143188///143187,1,-0.31313700539682
NDOR1,27158,1,-0.313132054090705
ZFP28///ZNF229,140612///7772,1,-0.313094417140587
CACNA1H,8912,1,-0.313068541598637
TMEM239,100288797,1,-0.313018234375281
FKBP2,2286,1,0.312955596165534
C19orf12,83636,1,-0.312953891405895
SERF1B///SERF1A,728492///8293,1,-0.312903812060089
NFKBIA,4792,1,-0.312894053212018
GSTA1,2938,1,-0.312867520318594
,,1,0.312852917043085
LOC392364,392364,1,-0.312843396750567
CEND1,51286,1,-0.312803737506802
SCRN1,9805,1,-0.312795086843535
,,1,0.312758237189341
CD300LG,146894,1,-0.312717014337868
NAA60,79903,1,-0.312704217986393
KMT5A,387893,1,0.312659876787977
DAZL,1618,1,-0.312652304272109
OR2W5,441932,1,-0.312619070978455
BIRC7,79444,1,-0.312575267589564
,,1,-0.312567266120182
,,1,-0.312565658612246
,,1,-0.312522276890023
KLF13,51621,1,-0.312490213062359
TMEM203,94107,1,-0.312386043547619
CALM2,805,1,0.312290542520413
TMEM14C,51522,1,0.312257865139454
DGCR6L,85359,1,-0.312189713914967
AFAP1-AS1,84740,1,0.312116603243764
CHMP1B,57132,1,-0.31211078165307
,,1,0.312096646571428
,,1,0.312051191888886
METTL24,728464,1,-0.312047681229023
,,1,-0.312034206205215
,,1,0.312022768387758
,,1,-0.311967689439911
OLAH,55301,1,-0.311954715658728
,,1,-0.311954587641722
NPPB,4879,1,-0.31192042106916
,,1,-0.311911744426303
CHKB-CPT1B///CPT1B///CHKB,386593///1375///1120,1,-0.311895474392292
,,1,-0.311822239826529
,,1,-0.311791882741495
,,1,0.311740916629254
,,1,0.311725148056695
,,1,0.311707069363948
,,1,-0.311693229890025
SPATA32,124783,1,-0.311670536705217
P2RY13,53829,1,0.311658161840134
RPL5,6125,1,0.3116349436576
,,1,-0.311618054278917
TMEM179,388021,1,-0.311602715510203
CEP170,9859,1,0.311535664292521
PFKFB4,5210,1,-0.311501858210885
DPPA2,151871,1,-0.311457562650792
C14orf159///PIGF,80017///5281,1,-0.311418844945573
LOC100996724///PDE4DIP,100996724///9659,1,0.311415573829932
ENTPD5,957,1,0.311395865953514
ATF1,466,1,-0.311385378824262
,,1,0.311376347253969
PSRC1,84722,1,0.311272941894556
,,1,-0.31125439931179
RPL23A,6147,1,0.311231216451246
CCNK,8812,1,-0.311216929435373
SNX32,254122,1,0.311205790894556
PHF24,23349,1,-0.311154072105441
,,1,-0.311101618951246
SAR1A,56681,1,-0.311039820606572
ZNF415,55786,1,-0.311039115751698
PC,5091,1,0.31103541191383
MIR9-3,407051,1,0.311026782692745
TGM4,7047,1,-0.310986682916098
SEC11A///SEC11A,23478///23478,1,0.31098224547393
SBF2,81846,1,-0.310951530409297
,,1,-0.310947913193877
NOL12,79159,1,-0.310918565748294
SLC2A11,66035,1,-0.310903562216549
UPF3A,65110,1,0.310883779899087
PAN3,255967,1,0.310862794749431
CNST,163882,1,0.310847220435369
TTTY10,246119,1,-0.310839861626986
TUBGCP6,85378,1,-0.310796834785714
,,1,0.310789921314066
CD74///ROS1,972///6098,1,0.310769443900229
AKR1C1,1645,1,0.310766737232428
CCL25,6370,1,-0.310739698183671
ZFP28,140612,1,-0.310686581247166
,,1,0.310674484030613
FBXO17,115290,1,-0.310627764362809
C21orf33,8209,1,0.310596890024942
,,1,-0.310528896868479
,,1,0.310502246448975
FMN1,342184,1,-0.310427724827663
ST6GALNAC5,81849,1,-0.310417347383223
AATK-AS1,388428,1,-0.310387776165527
GALNS,2588,1,-0.310378287268702
,,1,-0.310376299933107
MTG2,26164,1,-0.31028087172108
,,1,0.310250589356012
ZNF320,162967,1,0.31023834885374
PLXNB1,5364,1,0.310215049247166
KLF14,136259,1,-0.310210415585034
,,1,-0.310197979343537
,,1,-0.310162762481859
ZNF449,203523,1,-0.310142070325399
,,1,-0.310123070668936
,,1,0.310114858551024
HSD17B8,7923,1,0.310071844241499
EIF4ENIF1,56478,1,-0.310004326735827
,,1,-0.309995448332196
,,1,0.309964427672339
PEX11A,8800,1,0.309963690951244
TIAL1,7073,1,0.309961837063486
LOC100131373,100131373,1,-0.309919162266439
NAXD,55739,1,0.309873734322
CPS1,1373,1,0.309849202653062
B4GALT3,8703,1,-0.309796828373016
,,1,-0.30971400485034
RAD51L3-RFFL///RAD51D,100529207///5892,1,0.309631827168936
TBKBP1,9755,1,-0.309549559941043
KIF1B,23095,1,-0.309546388845801
,,1,-0.30945955362925
PARP4,143,1,-0.309417708782313
FAM83B,222584,1,0.309382982880952
SHPRH,257218,1,0.309380685693879
S100A16,140576,1,0.309371571993199
CACNB1,782,1,-0.30935874827551
DYNC1H1,1778,1,0.309333419887759
PTAR1,375743,1,-0.309327894540814
C1orf141,400757,1,0.309323169422902
,,1,-0.309262908653059
,,1,-0.309245456642856
VPS50,55610,1,-0.309238966340136
ZBTB40,9923,1,-0.309232810451244
RASA4B///RASA4CP///POLR2J4///RASA4,100271927///401331///84820///10156,1,0.309219726301594
TAF4,6874,1,-0.309186829907026
HBQ1,3049,1,0.30917252405896
CHRM1,1128,1,-0.309172362831065
HCG9,10255,1,-0.309150130950111
SCAF11,9169,1,-0.309061380831065
,,1,0.309030403977324
LOC647115,647115,1,-0.309027626386618
,,1,-0.309013845901362
LYZL4,131375,1,-0.309002825948978
,,1,-0.308999883649661
,,1,-0.308987128081632
,,1,-0.308978290073691
,,1,0.30895617831746
HDAC8,55869,1,0.308950499936513
,,1,0.308930838722223
,,1,-0.308811430692742
LOC146880,146880,1,-0.308800519537418
MED22,6837,1,-0.308797616936508
CBLN2,147381,1,0.308772263183672
ZBTB42,100128927,1,-0.308730506520406
RECQL,5965,1,-0.308709796657593
SYCE2,256126,1,0.308681832010202
,,1,-0.308666310377552
GGACT,87769,1,-0.308660428664401
PPARGC1B,133522,1,0.308646367683668
AKR7A2,8574,1,0.308624847595241
TGIF1,7050,1,0.308608514841272
FLNA,2316,1,0.308482951887761
TNPO2,30000,1,0.308479107695009
,,1,-0.3084491290907
ZNF267,10308,1,-0.308424663696144
LIX1,167410,1,-0.308392428242628
,,1,-0.308368904316324
PROK1,84432,1,-0.30835302424263
PSKH1,5681,1,-0.308322313634921
TMEM167A,153339,1,0.308257544413838
EXOSC3,51010,1,-0.308249880148527
ZNF83,55769,1,0.308238840650795
,,1,-0.30823603447052
,,1,-0.308219916992063
KIF5A,3798,1,-0.308206185735827
TIGD7,91151,1,-0.308193114663268
LIME1,54923,1,-0.308145265547615
SLC25A41,284427,1,-0.308145245209746
,,1,-0.308134020259636
ZNF324B,388569,1,-0.308087229278909
,,1,0.307990027086165
C18orf25,147339,1,-0.307951433310658
MIER2,54531,1,0.307943269739226
RPL18A,6142,1,0.307940326147396
LLPH-AS1///LLPH,103625681///84298,1,-0.307932607340136
ZCCHC8,55596,1,-0.307866952653063
PHF13,148479,1,-0.307840817323127
,,1,-0.307833932760771
,,1,-0.307789591131516
,,1,0.307779262147392
ADAMTSL2,9719,1,-0.307727238843532
CCDC110,256309,1,-0.307657000639455
,,1,0.307610742361675
,,1,0.307575563083903
,,1,-0.30755699855782
EIF4E1B,253314,1,-0.307541254884352
AIM1L,55057,1,-0.307525668736965
FAM19A5,25817,1,-0.307379225442172
LINC00094,266655,1,-0.30736148620861
,,1,-0.307331462740364
ALPP,250,1,0.307324961908163
ZNF467///ZNF467,168544///168544,1,-0.307303840931972
SEMA4G,57715,1,-0.30728307584127
BMS1P20,96610,1,0.3072679478254
ADGRB2,576,1,-0.307232983577094
RNF152,220441,1,0.307193720638322
CLASRP,11129,1,-0.307184937575962
SETD9,133383,1,0.307125686907034
CDK5RAP3,80279,1,0.307074896140594
RPS6KA2,6196,1,-0.307055241963719
,,1,-0.307051581103173
YAP1,10413,1,-0.307041178385485
SCARNA13///SNHG10,677768///283596,1,-0.307029455222218
,,1,0.307020080365088
DUSP19,142679,1,0.307019349673469
,,1,-0.307009588369613
,,1,-0.306987252253967
SRCAP,10847,1,-0.30697825165193
WNT1,7471,1,-0.306971581195007
PRPF8///PRPF8,10594///10594,1,0.306958171595243
ANXA8L1///ANXA8,728113///653145,1,0.30692180118254
NEFM,4741,1,-0.306911602541948
PIK3C2B,5287,1,-0.306906409687074
POLR2L,5441,1,0.306869619681407
PPP1CC,5501,1,-0.306847447078226
CXCL9,4283,1,-0.306837461207483
USP16,10600,1,-0.306827211014735
PINK1-AS,100861548,1,-0.306819280241494
ALMS1,7840,1,0.306796509227893
,,1,-0.306766517693876
RAB27A,5873,1,0.306705473007939
,,1,-0.306693886297051
VKORC1,79001,1,0.306687602409294
,,1,-0.306682078868478
VGLL3,389136,1,0.306675095484127
,,1,-0.306660496640589
PELI2,57161,1,-0.306649373156462
PRR23B,389151,1,0.30663449793084
,,1,-0.306610820651925
MIR132,406921,1,-0.306586677927438
ADAMTS10,81794,1,-0.306508154283441
TRIM14,9830,1,-0.306492529075959
LRP11,84918,1,0.30646450112925
SLC25A6,293,1,0.306456372896823
ACOXL,55289,1,-0.306431371885489
,,1,0.306373276047623
RGPD2///RGPD6///RGPD8///RGPD3///RGPD1///RGPD4///RGPD5///RANBP2,729857///729540///727851///653489///400966///285190///84220///5903,1,0.306323384792521
CSNK1G2-AS1,255193,1,-0.306267102781176
KRTAP10-8,386681,1,-0.306214456912699
CNPY3,10695,1,-0.306190271443306
KLK14,43847,1,-0.306165930114516
,,1,-0.306125806868483
LINC00574,80069,1,-0.306091416879817
PLOD2,5352,1,0.306070150358277
LINC00319,284836,1,-0.306062216899092
,,1,0.305985097571429
,,1,0.305976788696144
ZPBP2,124626,1,-0.30595494232426
ZDHHC4,55146,1,0.305953841773237
,,1,-0.305888827765307
,,1,0.305873139357146
,,1,0.305864660213156
HERC1,8925,1,-0.305837416094112
FSIP1,161835,1,0.305790236700682
,,1,0.305756786362813
,,1,-0.305748758337867
RPUSD2,27079,1,-0.305682160277776
,,1,-0.30565764569954
TSPAN6,7105,1,-0.305619145545348
LOC100130713,100130713,1,-0.305618553714284
TMED1,11018,1,0.30557951417234
,,1,-0.305568263295919
FAM168A,23201,1,-0.305561673400231
PLEKHJ1,55111,1,-0.30550186528685
,,1,-0.30548184171882
OR4S1,256148,1,-0.305469767968255
,,1,0.30546524386055
IPO13,9670,1,0.305360652183678
USP53,54532,1,-0.305309431484127
,,1,-0.30525434954648
ATP6V1B2,526,1,0.305251122773248
,,1,-0.30525005500226
HLCS,3141,1,0.305211094578233
MT1HL1,645745,1,-0.30517162320975
TRIM61,391712,1,-0.305170968907027
,,1,-0.305146387264172
,,1,-0.305142391333333
,,1,-0.305142010987526
DUX4///DUX1///DUX5,100288687///26584///26581,1,0.305119356370753
BEND5,79656,1,0.3051060660034
ELOVL2-AS1,100506409,1,0.305037053939911
ANKRD18A,253650,1,0.305029741979594
,,1,0.30501697187188
ETFB,2109,1,0.304994544032884
,,1,-0.304983115369613
ASNA1,439,1,0.304961254970523
,,1,-0.304943276996598
,,1,-0.304912477986394
SERTAD2,9792,1,0.304776425616778
ASB1,51665,1,-0.304756117515879
MBL2,4153,1,-0.304726219935371
CDC73,79577,1,-0.304724343709744
,,1,-0.304680642790244
DNAJB13,374407,1,-0.304648058261903
BORA,79866,1,0.304627168391155
,,1,-0.304602638553286
NDUFV2,4729,1,0.304576172507934
,,1,-0.304501545073696
CAPN10///GPR35,11132///2859,1,-0.304490502140588
PPP2CA,5515,1,0.304456647888896
TRAF7,84231,1,0.304402228664398
VASH1,22846,1,0.304397869223357
,,1,-0.304363706852608
ADNP2,22850,1,0.30434431150567
SLC25A38,54977,1,-0.304310062933104
SNORD116-16,100033428,1,-0.304231269095237
,,1,-0.304180373166665
,,1,-0.304180059230156
TEP1,7011,1,-0.30414798876417
P2RX5-TAX1BP3///TAX1BP3,100533970///30851,1,0.304069126997736
STAT6,6778,1,-0.304022358399083
MEF2A,4205,1,-0.304020125930842
,,1,-0.3039841706712
,,1,-0.303970165477323
MIR17HG,407975,1,0.303953296769844
TSTD1///F11R,100131187///50848,1,0.303945668247168
ZNF714,148206,1,-0.303924853241498
SLC9A3R1,9368,1,-0.303918649645121
XYLT2,64132,1,-0.303908159817459
,,1,-0.303868120494331
,,1,-0.303859792234693
,,1,-0.303814238354875
UBE2L6,9246,1,-0.30375004245578
C14orf180,400258,1,0.303747782924036
SPPL2B,56928,1,0.303712961704085
NUP210P1,255330,1,-0.30371106878798
,,1,-0.303649696990933
,,1,-0.303645017792518
,,1,0.303619082938772
CLOCK,9575,1,-0.303603575153061
,,1,0.303590261418369
,,1,0.303566325239231
,,1,-0.303549636678004
SLC22A11,55867,1,-0.30348485388662
,,1,-0.303465168448977
GP9,2815,1,0.30344371487188
,,1,-0.303400069181404
,,1,0.303377380072563
,,1,0.303372524537417
,,1,0.303362967105442
,,1,-0.303270638911563
,,1,-0.303236515190477
LRRFIP1,9208,1,0.303222937879811
LIAS,11019,1,-0.303191332944444
FKBP1B,2281,1,0.303187136933105
PLAC8,51316,1,0.303123870193877
NDUFB10,4716,1,-0.303120530945579
,,1,0.303103390293653
,,1,0.303073130484124
KRT20,54474,1,-0.303044468053288
XPNPEP2,7512,1,-0.302999554632651
,,1,0.302996977986394
,,1,0.302950530561225
SENP6,26054,1,-0.30294325806009
,,1,-0.302905886565758
,,1,0.302898739011336
LRRC37A2///LRRC37A6P///LRRC37A3///LRRC37A4P///LRRC37A///LRRC37A2,474170///387646///374819///55073///9884///474170,1,-0.302898366256238
,,1,0.302875127339005
SLC51B,123264,1,-0.302860345373015
CCDC27,148870,1,-0.302859538079365
,,1,-0.302832040332197
,,1,0.302701789655329
,,1,0.302675000027214
KLK10,5655,1,-0.302657379929706
,,1,0.302647979569163
,,1,-0.302619215079362
OR8B4,283162,1,-0.302617802378684
,,1,-0.302538995414965
,,1,-0.302535646339002
STMN3,50861,1,-0.302461434395694
UFC1,51506,1,0.302438537837872
PRSS27,83886,1,-0.302434788368479
,,1,-0.302396027988661
MAST2,23139,1,0.302394558817459
,,1,0.302384204022677
KDM4C,23081,1,-0.302379592680269
NAPG,8774,1,0.302341658109979
,,1,0.302303106526074
MIEN1,84299,1,-0.302276080568026
DEGS1,8560,1,-0.302262070526075
,,1,-0.302259623133787
CEBPE,1053,1,-0.302252682952383
,,1,-0.302203795317459
,,1,0.302162027231299
NOC2LP2,401010,1,-0.302161607579365
IGK///IGKC,50802///3514,1,-0.302138986300449
ATXN7L3,56970,1,-0.30208986064625
,,1,0.302082054739234
LGALSL///LGALSL,29094///29094,1,-0.302060020492062
,,1,0.302048648012476
CEP95,90799,1,0.302047110625858
,,1,-0.30201902115873
FERMT3,83706,1,0.301956539625852
,,1,0.301895447173472
,,1,-0.301829663490927
PALLD,23022,1,-0.301825127752831
SDR9C7,121214,1,-0.301824268639456
ARPC3,10094,1,0.301803878029476
,,1,-0.301788320471656
ATG9B,285973,1,-0.301777900850341
KIAA0319L,79932,1,-0.30176808603628
TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F,102724862///102723859///101060389///101060376///101060351///101060321///729877///729873///440452///414060///414059///84218,1,0.301696326464853
ECHDC2,55268,1,-0.301690161481861
HPN,3249,1,-0.301682296900228
GAGE10///GAGE12D///GAGE8///GAGE12F///GAGE2A///GAGE12H///GAGE12E///GAGE12B///GAGE12C///GAGE2D///GAGE12J///GAGE12G///GAGE13///GAGE2B///GAGE2E///GAGE12I///GAGE7///GAGE6///GAGE5///GAGE4///GAGE3///GAGE2C///GAGE1,102724473///100132399///100101629///100008586///729447///729442///729431///729428///729422///729408///729396///645073///645051///645037///26749///26748///2579///2578///2577///2576///2575///2574///2543,1,-0.301624023037411
,,1,0.301620252425169
