Gene.symbol,Gene.ID,adj.P.Val,logFC
CHCHD4,131474,1,0.344733851938773
,,1,0.344718432780048
MLH1,4292,1,0.344703324283447
,,1,-0.344702751205211
ITCH,83737,1,-0.34462346359977
,,1,0.344567235136056
CTBP1,1487,1,0.344482508704081
TRMT11,60487,1,0.344469188543086
,,1,-0.344462018713148
AP5M1,55745,1,-0.344432313037415
,,1,-0.344341207495462
,,1,0.344328454977325
,,1,0.344249118427437
LDHC,3948,1,0.344228018010204
,,1,-0.344184651718819
,,1,-0.344178731198411
VPS72,6944,1,-0.344136882382084
,,1,-0.344031486166666
,,1,-0.34397882176077
CACNA2D4,93589,1,0.343871896975056
,,1,-0.343830586369614
STX2,2054,1,-0.343830114463722
,,1,-0.343824701024942
C9orf64,84267,1,-0.343799405738094
RNF25,64320,1,-0.343784451394558
ST20-AS1,283687,1,-0.343703135376418
LINC00680-GUSBP4///LOC100133050///GUSBP9///GUSBP1///GUSBP3///LOC653080///GUSBP2///GUSBP11///SMA5///SMA4///GUSB///GUSBP3///SMA5///SMA4,106660613///100133050///100049076///728411///653188///653080///387036///91316///11042///11039///2990///653188///11042///11039,1,0.343608895529482
,,1,-0.343595269938776
MIR181A1,406995,1,0.343584428031745
TATDN1,83940,1,0.343548953374151
DIEXF,27042,1,-0.343473606485259
ACOT13,55856,1,-0.343447182346937
C7orf55-LUC7L2///LUC7L2,100996928///51631,1,0.343263719918371
PPIL3,53938,1,0.343227586639459
,,1,0.343205017434246
GLMP,112770,1,-0.343183217341275
,,1,-0.343123737494329
,,1,-0.343106379427434
,,1,0.343100714275515
PITPNM2,57605,1,-0.34304871839569
IGHA1///SCFV///C14orf99///IGHV3-48///IGHV3-69-1,3493///652070///317730///28424///28402,1,-0.342929960726753
SLC11A2,4891,1,0.342890312436505
,,1,0.342849876565763
OR2H1,26716,1,-0.342775846909297
APMAP,57136,1,0.342761124224487
,,1,0.342671036760773
,,1,0.342660407886623
ABHD4,63874,1,-0.342642865658728
TGOLN2,10618,1,-0.342599008641713
NIPAL4,348938,1,-0.342598116765305
TTC39C,125488,1,-0.342595999946708
,,1,-0.34259055354195
,,1,-0.34258952949433
PCDHB14,56122,1,0.342561766527214
FAM181A,90050,1,-0.342518190031745
,,1,0.342433554587305
TSN,7247,1,0.342339235208615
CNBP,7555,1,0.342339004963719
RPL13AP5,728658,1,0.342333167544226
,,1,-0.342237401012472
CIAO1,9391,1,-0.342234929420634
BANP,54971,1,-0.342231297801584
,,1,-0.342176187056685
,,1,0.342142841091839
,,1,-0.342120786409295
CLTB,1212,1,-0.34204654784694
DNHD1,144132,1,-0.341964589344672
,,1,0.341906007857145
FAM155B,27112,1,-0.341881985979592
,,1,-0.341849807494331
LOC541472,541472,1,-0.341822207329931
NR1I3,9970,1,-0.3417861950805
RPL39P5///ZNF525///RPL39,553117///170958///6170,1,0.341768409534019
PAPD4,167153,1,-0.341759054026072
,,1,0.341719677696139
LINC00334,114042,1,-0.341676203017004
,,1,-0.341673948913832
,,1,0.341651278563489
,,1,0.341635678496601
LOC100505502///LOC646700///LOC392364,100505502///646700///392364,1,-0.341611513484128
,,1,-0.341598893768706
,,1,-0.341593517839001
ZNF257,113835,1,-0.341591218310656
,,1,-0.341587498143994
GCDH,2639,1,0.341529707043084
ZNF773,374928,1,-0.341523710582768
OPRL1,4987,1,-0.34143827476077
TBL1XR1,79718,1,0.341400683952388
CDC34,997,1,-0.341386998614509
USP13,8975,1,0.341318023092969
RNF186,54546,1,-0.341313085490931
,,1,0.341261027215419
,,1,0.341246414251702
ALKBH3,221120,1,0.341221250054423
AKR7A3,22977,1,-0.341210875575967
PLPP5,84513,1,-0.341166658603174
CEL,1056,1,0.341055030975057
CBX1,10951,1,-0.341041252952381
FGFRL1,53834,1,0.341030789413834
HUS1,3364,1,-0.3410137260068
MMP8,4317,1,0.341004222195013
XXYLT1,152002,1,0.340941642357148
,,1,-0.3408966226712
,,1,0.340866547083904
SMIM5,643008,1,0.340844161580501
MMP21,118856,1,-0.34081405849773
PPTC7,160760,1,-0.340773057202938
PPDPF,79144,1,-0.340754984486391
,,1,-0.34067955774263
TNIP1,10318,1,-0.340625058446712
FAM134A///FAM134A,79137///79137,1,-0.340621752721082
,,1,-0.340616091307255
SNORD5///TAF1D,692072///79101,1,0.340573414411566
PTMS,5763,1,0.340569671616782
CASS4,57091,1,-0.340534046954648
APITD1-CORT///APITD1///CORT,100526739///378708///1325,1,0.340505837078231
,,1,0.340493464326533
CASZ1,54897,1,-0.340488426343541
,,1,0.340448281
MIR148B,442892,1,-0.340424804520405
EPS15,2060,1,0.340390505759641
,,1,-0.340362535683669
COPS2,9318,1,0.340345625689336
INSIG2,51141,1,-0.340335545023807
CETN3,1070,1,0.340306494136057
RTTN,25914,1,0.340291049693879
CYB5R3,1727,1,0.340262643057822
,,1,-0.340226336476192
ADCY7,113,1,-0.340205222040811
,,1,-0.34010856960771
MRPS11,64963,1,-0.340045757420634
ATXN7L3B,552889,1,0.339976697197287
TMEM99,147184,1,-0.339950992039681
,,1,-0.339937192349206
USP39,10713,1,0.339933412658732
,,1,0.339930698477324
LRRC49,54839,1,0.339890604120181
LOC100133091,100133091,1,-0.339869630470517
TAZ,6901,1,-0.339840287969388
,,1,-0.339816336664398
ODF2,4957,1,0.339736174871886
TRIAP1,51499,1,0.339692910312932
,,1,-0.339628901961451
AKAP1,8165,1,0.339566049205215
PPID,5481,1,-0.339548845799323
ZC3H15,55854,1,-0.339545143173468
LIN7B,64130,1,-0.339518054553286
,,1,-0.339496058945578
,,1,-0.339483529637186
FAM69C,125704,1,0.339478921950113
NPB,256933,1,0.339411409337869
,,1,0.339368462772113
TLDC1,57707,1,-0.339309643159856
PRSS53,339105,1,-0.33928338945011
OBP2B,29989,1,-0.33923869582653
PTDSS2,81490,1,0.339224434913833
STAT3,6774,1,-0.339221135293654
GRIN3B,116444,1,-0.339208483960316
,,1,-0.339174767901359
ZNHIT3,9326,1,-0.339128595420632
IGKC,3514,1,-0.339121566824263
,,1,0.33910594987075
TMEM19,55266,1,0.339032168481857
RHOBTB2,23221,1,-0.339027650562357
SCOC,60592,1,-0.339006235735829
,,1,0.338963179921766
,,1,-0.338910649081632
FAM220A,84792,1,-0.338837527892289
,,1,-0.338829294267573
,,1,0.338824600806126
,,1,-0.338820540391152
ACVRL1,94,1,0.33881327566213
SF3A3,10946,1,0.338789471651928
SNORD55,26811,1,-0.33877585574376
ADIPOR1,51094,1,-0.338675075238086
SERPINF2,5345,1,0.338661612097508
,,1,-0.338618586756233
,,1,0.338584595007936
LOC100128310,100128310,1,-0.338580122590701
VEZF1,7716,1,-0.338473897200679
CCDC88C,440193,1,-0.338460603290249
C1orf87,127795,1,-0.338434292131518
EXOC1,55763,1,0.338409116332201
SNX8,29886,1,0.338396180184808
XCL1,6375,1,-0.338394391441045
LOC101928697,101928697,1,-0.338319049383219
LYRM1,57149,1,-0.33830472889796
CHN1,1123,1,-0.338294269774375
,,1,-0.338278876043083
,,1,0.33827798347505
,,1,0.338270204261903
,,1,-0.338263057698413
KPNA1,3836,1,-0.338242641259635
AJAP1,55966,1,-0.338205651514744
CCDC85C,317762,1,-0.3381267469966
LIN52,91750,1,0.338100819512471
TSEN2,80746,1,0.338044703206352
,,1,-0.338038993219955
ANP32C,23520,1,0.337929914700681
SNORA75,654321,1,0.337831364352613
NFX1,4799,1,0.337763839044209
NEXN,91624,1,0.337722160264172
RASL11B///RASL11B,65997///65997,1,0.337650398565759
MXRA8,54587,1,0.337622005320867
PLA2G12B,84647,1,-0.337549861951243
SERF2-C15ORF63///HYPK,100529067///25764,1,0.33751417369728
CPSF2,53981,1,0.337496569654201
CSPG4P5,114817,1,0.337449606691613
,,1,0.337418986385488
,,1,-0.337370392019274
,,1,0.337316152331065
,,1,-0.337286687975055
SOX13,9580,1,-0.337254624541948
CACNG6,59285,1,-0.337238350323129
CARD8,22900,1,-0.337097722560091
WDR24,84219,1,-0.337055303607709
SH2D2A,9047,1,-0.337049293436505
MIR425,494337,1,0.337029048410434
BCLAF1,9774,1,0.337028981417237
,,1,0.337010502556689
POU5F2,134187,1,-0.336984431528343
,,1,0.336973464453516
LINC00173,100287569,1,-0.336970640266436
CBY1,25776,1,-0.336919255897956
FLJ37453,729614,1,-0.336892202801588
SLC39A6,25800,1,-0.336832761344669
KISS1R,84634,1,-0.336808734311791
TARDBP,23435,1,0.336799687972789
ZNF823,55552,1,0.336767091396823
METTL2B,55798,1,0.336741756018138
,,1,0.33671029229592
,,1,-0.336710116249431
TRIM39-RPP21///RPP21,202658///79897,1,-0.336705636614506
,,1,-0.336514445442177
FAM187A///CCDC103,100528020///388389,1,0.33646782771315
C19orf67,646457,1,-0.336452435817463
,,1,-0.336451613733561
TYW1B,441250,1,-0.336343492517008
GALC,2581,1,-0.336294149396828
PRADC1,84279,1,-0.336193889654191
HSPA4,3308,1,0.336185425734693
,,1,-0.336164197335602
,,1,0.336158350502267
,,1,-0.336119563625848
,,1,-0.336104759451247
PACSIN3,29763,1,-0.33608634824376
ARHGDIG,398,1,-0.336077163155325
GOLGA6L6///GOLGA6L22///GOLGA6L1,727832///440243///283767,1,-0.336050718696146
,,1,-0.336047992476185
CA6,765,1,-0.336046960479594
,,1,0.336017169961456
TNNT2,7139,1,-0.336010622553287
,,1,-0.336005908375284
,,1,0.336003883987527
,,1,0.335977630089576
HEATR4,399671,1,-0.335937703199546
,,1,-0.335861130981861
,,1,-0.335858189223354
,,1,-0.335856908231289
HENMT1,113802,1,0.335852517238095
,,1,-0.335823797747165
LOC727751///GOLGA2P3Y///GOLGA2P7///GOLGA2P2Y///GOLGA2P10,727751///401634///388152///84559///80154,1,0.335775026199544
LINC01366,257358,1,-0.33576640478118
MEAF6,64769,1,-0.335727066439914
COL22A1,169044,1,-0.335712386698412
ZKSCAN2,342357,1,0.335687611455786
HLA-DMA,3108,1,0.335668346675739
NBPF6///NBPF22P///NBPF4,653149///285622///148545,1,-0.335637806832199
GTF3C5,9328,1,0.335624747104312
,,1,0.335583069909301
ZNF608,57507,1,0.335577529885493
CNOT10,25904,1,0.33555917188436
,,1,-0.335542605160997
LOC400965,400965,1,-0.335539899265304
,,1,-0.335466744482992
TMEM14B,81853,1,0.33546028817347
KNCN,148930,1,-0.335431579696145
,,1,0.335400418696144
,,1,0.335379978741496
GZMB,3002,1,-0.335330882794789
,,1,-0.335309363024941
RRAS,6237,1,-0.335277645198413
DNPEP,23549,1,0.335238524459188
,,1,-0.335198698844668
,,1,0.335189895916101
DPP8,54878,1,-0.335124054506805
DPF2,5977,1,-0.335116453897962
,,1,-0.335111310199537
SLC2A1,6513,1,0.335105074824266
USP34,9736,1,-0.335065727261897
ELF1,1997,1,0.335036376984135
TMEM9,252839,1,0.335032713304989
NEMP1,23306,1,0.33500025460204
,,1,-0.334977169168932
CDS1,1040,1,-0.334930325309525
PAFAH2,5051,1,-0.334914421835596
RFWD2,64326,1,-0.334807501808392
,,1,-0.334793826551018
TARS2,80222,1,0.334788720047623
,,1,-0.334781510605439
HEXIM2,124790,1,-0.334753245899091
PYDC2,152138,1,-0.334577041172333
ACAP2,23527,1,-0.334482566752833
SFT2D1,113402,1,-0.334471799212014
,,1,0.334401145388894
DKK4,27121,1,-0.334394548955781
TNXB///TNXA,7148///7146,1,-0.334236283836736
GLT8D1,55830,1,0.334217462658733
,,1,0.334215729149661
VHL,7428,1,-0.334211351725623
,,1,0.334187098903629
UBE2F-SCLY///UBE2F,100533179///140739,1,0.334185474397959
,,1,0.334108055087303
MFSD9,84804,1,-0.334048771458048
,,0.742160155293892,0.334027829581632
INE1,8552,1,-0.334007900085032
DDI2///RSC1A1,84301///6248,1,0.333971905451248
ASNS,440,1,0.333947855955786
NIT1,4817,1,-0.333927814306117
DNMBP,23268,1,-0.333909471077096
,,1,-0.333896625391155
TMEM230,29058,1,0.333890917247167
,,1,0.333820368518145
PIK3R3,8503,1,-0.333794862253966
KCNK6,9424,1,-0.33378166469274
EIF5,1983,1,0.333754054431969
ACKR4,51554,1,-0.333753543463718
ACAD8,27034,1,-0.333710736196145
,,1,-0.333681173040817
,,1,-0.333652074707479
,,1,0.333633527213153
RINT1,60561,1,-0.333589448639455
PAX1,5075,1,-0.333569142854875
,,1,-0.333563560178002
RAD17,5884,1,0.333546893776649
KIAA0232,9778,1,-0.333539253614511
GPS1,2873,1,0.333520208024947
,,1,-0.333517059842402
LOC650293///OR7E125P///OR7E2P,650293///389616///8587,1,-0.333480965678005
CTDSP1,58190,1,-0.333145691859404
ANKRD20A11P,391267,1,-0.333130944685943
BRWD1,54014,1,-0.333012565967119
,,1,-0.332980935077098
NDUFC2-KCTD14///NDUFC2,100532726///4718,1,0.33296671304082
S100A10,6281,1,0.332929708707484
,,1,-0.332913606860545
,,1,-0.332901891256235
VTI1B,10490,1,-0.332860755424035
FBXO38,81545,1,-0.332847495079361
SNORD42B///CEP164,26808///22897,1,0.332840892120181
ZNF234,10780,1,-0.332840280223352
,,1,0.332769717480727
PROSC,11212,1,-0.332769051409301
MAD2L1BP,9587,1,-0.332737987244902
,,1,-0.332724448664399
INTS5,80789,1,-0.332700823391158
KRTAP5-3,387266,1,-0.33267993046258
TRAPPC1,58485,1,-0.332627451197277
,,1,0.332613145951247
,,1,-0.332591762617913
TDRP,157695,1,-0.332554938977325
,,1,-0.332487512990928
,,1,-0.33245355755102
KRTAP10-12,386685,1,0.332429220287982
DENND1B,163486,1,0.332406838498867
TSEN54,283989,1,-0.33239002925737
CCIN,881,1,-0.332376424438772
CISH,1154,1,-0.332351650294785
POTEF///POTEJ///POTEM///POTEE///POTEKP,728378///653781///641455///445582///440915,1,-0.332337418277779
,,1,0.3323363212585
,,1,0.332294433790249
,,1,-0.332293299772104
POTEB3///LOC102723502///POTEB///LOC100288966///POTEB2///POTEF///POTEJ///POTEM///POTEE///POTEKP///POTEG///POTEC///POTED///POTEH,102724631///102723502///100996331///100288966///100287399///728378///653781///641455///445582///440915///404785///388468///317754///23784,1,-0.332231627848071
MYO7B,4648,1,-0.332173121607707
KRT6C///KRT6B///KRT6A///KRT5,286887///3854///3853///3852,1,-0.332154787071429
ZDHHC15,158866,1,0.332131527063494
NSMCE3,56160,1,-0.332120837167795
LINC00272,388719,1,-0.332049495564625
AHCTF1P1///AHCTF1,285116///25909,1,-0.331940916240358
LTBP2,4053,1,-0.331936072507935
XIRP2,129446,1,0.331862296784582
PMS2P9///PMS2P7///PMS2P6///DTX2P1-UPK3BP1-PMS2P11///LOC441259///PMS2///PMS2P3///PMS2P5///PMS2P4///PMS2P2///PMS2P1///PMS2P6///PMS2P3///PMS2P2///PMS2P1,100132832///100101440///729453///441263///441259///5395///5387///5383///5382///5380///5379///729453///5387///5380///5379,1,-0.331858916741494
,,1,-0.331849967472787
MYOM1,8736,1,-0.331772899684805
AP1M2,10053,1,-0.331726162655326
,,1,-0.331702594995464
,,1,-0.331687927072561
STS,412,1,-0.331680389005665
ZNF446,55663,1,-0.331647272806125
,,1,0.331571406994328
KRTAP5-9,3846,1,0.3315666974195
,,1,-0.331518975399093
,,1,-0.331499554287983
POM121C///POMZP3///POM121///ZP3,100101267///22932///9883///7784,1,-0.331486837624713
ZNF568,374900,1,-0.331457684003401
PSORS1C3,100130889,1,-0.331427958527208
ERVH-6,51581,1,-0.331397332071427
,,1,-0.331384486907028
AES,166,1,-0.331375930658735
ALKBH4,54784,1,-0.331327946919497
ENTPD6,955,1,0.33131695614399
TMSB4Y,9087,1,0.331298997308389
CDC26///FKBP15,246184///23307,1,-0.33126554701701
,,1,-0.331250833715413
TRERF1,55809,1,-0.331218183954647
KARS,3735,1,0.331172946562367
SRP19,6728,1,-0.331164390049882
ZXDC,79364,1,-0.331149674409298
,,1,-0.33112550575964
,,1,-0.331039364091834
CPA4,51200,1,-0.331036722600906
UBXN1,51035,1,-0.331019998156461
PLEC,5339,1,-0.330966998541951
,,1,-0.330930974595236
,,1,-0.330904578565762
,,1,0.330862301469387
COL2A1,1280,1,-0.330768104756232
,,1,0.330715118413833
KLHDC7A,127707,1,-0.330704552741493
,,1,0.330681484391158
C1orf50,79078,1,-0.330641014028345
KLHL15,80311,1,0.330632684494327
CLIP4,79745,1,0.330623272003404
GPR4,2828,1,-0.330548254256232
ZNF174,7727,1,-0.330451313114509
LOC102724984///LOC728138///KIAA2013,102724984///728138///90231,1,-0.330359334780043
,,1,-0.330337139180272
PHKG2,5261,1,-0.330313449970522
HARS,3035,1,0.330232689958048
LINC00216,55451,1,-0.330223780165533
NTRK1///NTRK1,4914///4914,1,0.330209676839003
,,1,0.330084708643991
ABHD12,26090,1,0.330047827477326
TMEM132D,121256,1,-0.330028783258501
,,1,-0.330027969612246
,,1,0.330018997351474
SERHL2///SERHL,253190///94009,1,-0.330006690119045
,,1,0.32997321079025
PLCB2,5330,1,0.329829522217688
GNG5,2787,1,0.329814127460327
,,1,-0.329784491551019
JAM2,58494,1,-0.329743645527207
,,1,-0.329684580011333
,,1,-0.329622876862812
,,1,-0.329559219649658
PPP2R3C,55012,1,-0.32954441839002
HGH1,51236,1,-0.329450172707482
CRABP1,1381,1,0.329440030935376
SLC25A3,5250,1,0.329417027944446
CACTIN,58509,1,-0.329412868628117
THTPA,79178,1,0.329345706091841
FLJ40194,124871,1,-0.329274180953513
CAPN2,824,1,-0.329262088873014
GLI2,2736,1,0.32924448185261
AMFR,267,1,-0.32919626698866
ZDHHC1,29800,1,0.329150216995465
PAX8,7849,1,-0.329114356845804
,,1,0.329056849803855
,,1,-0.32901411130839
NCKAP5L,57701,1,0.328983219411563
PCNP,57092,1,0.328972405174607
STK39,27347,1,0.328834038555554
HAUS7///TREX2,55559///11219,1,0.328816194667803
LINC00174,285908,1,-0.32876750071542
CEP290,80184,1,0.328647660841271
SLF2,55719,1,-0.328626596069157
,,1,0.328618289209754
,,1,0.328617378749435
OSCAR,126014,1,0.328611481392288
,,1,0.32856709263719
PEAR1,375033,1,0.328504131912703
LETMD1,25875,1,0.328478390451249
CRMP1,1400,1,-0.328444940596373
BIN3-IT1,80094,1,-0.328394538208615
,,1,0.328348188892284
SNX11,29916,1,-0.328314079671207
,,1,0.328270924617918
FBXO46,23403,1,-0.328214093556686
CEMP1,752014,1,-0.328155551091832
DOPEY2,9980,1,-0.328136774107713
,,1,0.328114970880952
,,1,-0.328104097930835
MTIF3,219402,1,-0.328102528740359
,,1,-0.328047745955781
POTEF///POTEJ///POTEM///POTEE///POTEKP,728378///653781///641455///445582///440915,1,-0.327983908100903
ZNF254,9534,1,0.32798225236054
NEMP2,100131211,1,0.327958426731295
,,1,-0.327941932758502
AGVR6190,643797,1,0.327878098242634
C1D,10438,1,0.327869859494331
NAT8B,51471,1,-0.327832915307257
,,1,-0.327824426259637
GYPE,2996,1,0.327823003739229
,,1,-0.32779217732427
IFNL2,282616,1,-0.32771970306462
FAM174A,345757,1,-0.327719472383218
CYB5D1,124637,1,0.327715990958052
AAMP,14,1,0.327570050992065
PRKG1,5592,1,-0.327554152706351
KIAA1462,57608,1,0.327550273489797
ZNF621,285268,1,0.327545962522683
AGR2,10551,1,0.327502366876418
,,1,-0.327418470599774
URI1,8725,1,0.3273969039161
,,1,-0.32739045202494
RPS9,6203,1,-0.327322411943308
MAGI3,260425,1,-0.327297466366212
SERPINA13P,388007,1,-0.327282353199546
UTS2R,2837,1,-0.32724836432653
COLEC11,78989,1,-0.327245273239229
LOC554206,554206,1,-0.327227941515872
IKBKB,3551,1,-0.327181475607706
HELB,92797,1,-0.327139517325394
KRTAP12-2,353323,1,-0.32709882070635
SZT2,23334,0.213667753738162,-0.326990227444446
,,1,-0.326982923298185
SND1-IT1,27099,1,0.326917186648527
TEX9,374618,1,0.326870015119048
RASD2,23551,1,0.326809041276643
EMC6,83460,1,0.32680837692744
,,1,0.326752383982992
,,1,-0.32670429884014
EVX1,2128,1,-0.326685126820859
SCN2A,6326,1,0.326672304053287
ZNF385C,201181,1,0.326563207337868
,,1,-0.326542181528348
MIR200C,406985,1,-0.326525152099777
RSRC2,65117,1,0.326516867858272
FOXJ3,22887,1,-0.326465601665532
COQ6,51004,1,0.326461842751699
,,1,-0.326451568077097
SDHAP2///SDHAP1///LOC220729,727956///255812///220729,1,-0.326422289956922
,,1,-0.326369644725624
RSPO1,284654,1,-0.326338411241498
NDUFB6,4712,1,-0.32632737378458
,,1,-0.326308755172335
,,1,-0.32625749165873
,,1,-0.326241146558957
MED23,9439,1,-0.326203781524942
RNF182,221687,1,0.326189334119046
FBXO28,23219,1,-0.326185104581636
NOC3L,64318,1,0.326165820784581
CUTA,51596,1,0.326165189285717
IFRD1,3475,1,-0.326144251579366
NR3C1,2908,1,-0.326091624155326
SLC35G4///SLC35G6///SLC35G3///SLC35G5,646000///643664///146861///83650,1,0.326082650397961
SNX29P2,440352,1,-0.326070839731289
,,1,-0.326004833174606
ZFP82,284406,1,-0.325936998034015
BPESC1,60467,1,-0.325903960943309
,,1,0.325886792746036
SF3A1,10291,1,-0.325868770833338
,,1,-0.32583617773696
PGS1,9489,1,-0.325799504340128
PDGFD,80310,1,0.325746820946713
FAM74A6///FAM74A4///FAM74A1,653123///401508///401507,1,-0.325741464759632
,,1,0.325720029713152
SLC14A1,6563,1,0.325695605607712
JMJD1C,221037,1,-0.325572292775508
GBX2,2637,1,-0.325571706052154
,,1,-0.325492556154194
LRRC56,115399,1,-0.325464735649658
DGKH,160851,1,-0.325378599083895
,,1,-0.325363723753968
UPK2,7379,1,-0.325349232506803
TAGLN,6876,1,-0.325338827671199
SLC17A5,26503,1,-0.325298803527213
SS18L2,51188,1,-0.325213695010201
RPL10///SNORA70///RPL10///DNASE1L1,6134///26778///6134///1774,1,0.325064217369624
SLC3A1,6519,1,-0.324980797849204
DOLPP1,57171,1,0.324934124373017
PRSS23,11098,1,-0.32488044349093
MORN1,79906,1,-0.324879097282316
,,1,-0.324863296625847
,,1,0.32483546473016
,,1,0.324817925583904
LHX2,9355,1,-0.324787312529477
ADAM12,8038,1,-0.324768305469388
WDFY3-AS2,404201,1,-0.32474923468027
SGK223,157285,1,-0.324727948515868
OXCT1,5019,1,0.324664006009071
RMI1,80010,1,0.324620763930839
CEP78,84131,1,0.32461438287755
,,1,-0.324573500971655
MARCH1,55016,1,-0.324529127031745
VKORC1L1,154807,1,0.324499475756236
SLFN13,146857,1,-0.324480487001135
ANKRD13D,338692,1,-0.324455656410434
ZNF322,79692,1,0.324450815605447
LOC285097,285097,1,-0.324443426086168
,,1,-0.324432762592972
,,1,-0.324428624918367
,,1,0.324419810272111
,,1,-0.324417428312926
RPL23AP53,644128,1,0.324397608836735
,,1,-0.32429987754535
,,1,-0.32429283918934
,,1,-0.324223187693876
OVGP1,5016,1,-0.324221186180274
,,1,-0.324217212842403
MRC2,9902,1,0.324180461252837
SAP30,8819,1,0.324118640979592
OR14C36,127066,1,0.324116952358278
,,1,0.32407162138322
FMNL2,114793,1,0.324066141199546
PROS1,5627,1,0.324003882979593
IRX5,10265,1,0.324003050046489
LINC00951,401260,1,-0.323993107222222
,,1,-0.323977458502267
,,1,0.323974073485259
,,1,0.323961827020406
,,1,-0.323904705192742
,,1,0.323849741348074
RPEL1,729020,1,0.323822289039678
,,1,0.323795965736965
NSA2,10412,1,0.323768455189345
SNORD72///RPL37,619564///6167,1,0.323753927794782
MEI1,150365,1,-0.323750254396821
LSM11///LSM11,134353///134353,1,0.323720345883222
NUP210,23225,1,0.323687300760774
,,1,0.323637579091836
CGGBP1,8545,1,-0.323632444616781
ECSIT,51295,1,0.323617239964853
QTRT1,81890,1,0.323599674817464
C1QTNF6,114904,1,-0.323576780382086
,,1,0.323506749269841
SMPDL3B,27293,1,0.323482952229026
NBPF25P///NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF3///NBPF1///NBPF14,101929780///101060226///100288142///100132406///728841///400818///284565///200030///149013///84224///55672///25832,1,-0.323466473116778
MPC2,25874,1,0.323385220479594
TROVE2,6738,1,0.323373361032877
OR2T35///OR2T2,403244///401992,1,-0.323311931648527
STON1-GTF2A1L///STON1///GTF2A1L,286749///11037///11036,1,0.323311592301589
,,1,-0.323293241662125
ZYG11A,440590,1,-0.323273607956915
WDR45,11152,1,-0.323254199009062
STOML1,9399,1,-0.323246285240361
BMX,660,1,-0.323240223328795
GPS2,2874,1,-0.323208385290249
,,1,-0.323194916170065
,,1,-0.323162992758503
,,1,0.323106073904761
,,1,0.323082421286849
,,1,0.323078433344671
,,1,0.323069688808387
,,1,-0.323019246331065
,,1,-0.322996160692742
,,1,-0.322983916234687
LOC148696,148696,1,-0.322971164757371
RPL13P5,283345,1,0.322956811637185
GPRC5C,55890,1,0.322952016871885
,,1,0.322948334070301
CUEDC1,404093,1,-0.322937174612244
CCL17,6361,1,-0.322920731215418
ARFGEF1,10565,1,-0.322899725592971
TIMM8B,26521,1,-0.322885681922897
ELMO1,9844,1,0.322846696317468
,,1,-0.32283006827778
,,1,-0.322768921114515
SERPINA1,5265,1,0.322737844239231
EDA,1896,1,-0.322735498863944
VPS39,23339,1,-0.322724869089571
PERM1,84808,1,-0.322681365392289
,,1,0.322655005926306
,,1,-0.322636464239231
,,1,0.32260421219501
R3HCC1,203069,1,-0.322601196299319
,,1,0.322583299087303
BCAM,4059,1,0.322539282995463
SNX2,6643,1,-0.322479880877548
,,1,-0.32243896559297
TUB,7275,1,-0.322419759592972
RFXANK,8625,1,0.322403130794788
,,1,-0.322387711473921
,,1,-0.322367346124713
,,1,-0.322364085018138
NGF,4803,1,-0.322357330577097
CACNB2,783,1,0.322351419687076
FBXL20,84961,1,-0.322332416129257
KLHL29,114818,1,-0.322182389201815
XRRA1,143570,1,-0.322143169689338
ZNF260,339324,1,0.3221346447551
JAG2,3714,1,-0.322095480492061
GTF2H4,2968,1,0.322094412416101
,,1,-0.322070742819726
,,1,-0.322024741774377
,,1,-0.322006855633783
PAIP1,10605,1,0.321995002640588
,,1,-0.321986863857144
PRY2///PRY,442862///9081,1,-0.321968514326528
,,1,-0.321943004112246
TRIM40,135644,1,-0.321933715252835
GNRH2,2797,1,-0.321815508982988
LOC55338,55338,1,-0.321782557083899
SATB1,6304,1,0.321745080713153
,,1,-0.321743758595231
COQ4///COQ4,51117///51117,1,0.321715997596373
LOC100129484,100129484,1,0.32170073986962
CP,1356,1,0.321691984248301
ANKRD46,157567,1,-0.321671747274374
GPR149,344758,1,0.321664654892289
,,1,0.321458704973923
,,1,-0.32138811573356
,,1,0.32136698885601
DDIAS,220042,1,0.321320726798186
HLA-DOA,3111,1,-0.321274241078232
TTC17,55761,1,0.32126602598639
C22orf15,150248,1,-0.321263757530609
,,1,-0.321253729486397
KIFC1,3833,1,-0.321228633226758
SHISA9,729993,1,-0.321209893967118
EIF4H,7458,1,0.32120384369615
BBS4,585,1,-0.321190875844669
TAF4B,6875,1,0.321131121675738
DPF3,8110,1,-0.321107024166666
KRTAP6-2,337967,1,-0.321073900577096
,,1,0.321073866804991
ABT1,29777,1,-0.321057410436505
LPAR1,1902,1,0.321021606154196
TMEM68,137695,1,0.320988127436508
,,1,-0.320979603421769
,,1,-0.320952691276643
SNX16,64089,1,-0.320927924012472
PACRG,135138,1,-0.320839245621316
GALNT10,55568,1,-0.320824651996594
,,1,0.320814571814061
GFPT1,2673,1,0.320803398350342
SLC35G4///SLC35G6///SLC35G3///SLC35G5,646000///643664///146861///83650,1,-0.320773087427434
RTN2,6253,1,0.320707714206353
,,1,-0.32067715932993
C9orf84,158401,1,-0.320656552769842
,,1,-0.320622654358276
BTBD1,53339,1,0.320593873119046
LSM1,27257,1,0.320489511314061
,,1,-0.320455573057823
PRDM6,93166,1,-0.32045130012018
DCAKD,79877,1,0.320439186705221
